"regulatory.gene" "target.gene" "weight"
"YMR042W" "YBR019C" 0.110687615806594
"YGL001C" "YBR019C" 0.110208782079106
"YPR199C" "YMR086CA" 0.109899281959882
"YHR157W" "YBR166C" 0.10930493923253
"YGL209W" "YJR044C" 0.10652015186706
"YMR042W" "YPL177C" 0.106281546557702
"YGL001C" "YJR147W" 0.10433052612966
"YOL067C" "YHR156C" 0.103648479420028
"YOL067C" "YGL001C" 0.101197092364583
"YCR097W" "YNL337W" 0.101053355563187
"YJL110C" "YKR034W" 0.100607934337862
"YBL111C" "YBL109W" 0.100381641883418
"YBL113C" "YCR041W" 0.100031937562618
"YDR253C" "YOL089C" 0.0982534799868624
"YOR032C" "YCR040W" 0.097659670651432
"YOR032C" "YDR543C" 0.0970793183129011
"YCR097W" "YGR071C" 0.0965255955450788
"YER111C" "YBR112C" 0.0962500032082163
"YGL209W" "YMR098C" 0.0934241902982118
"YGL001C" "YBL074C" 0.0918341072380461
"YJL056C" "YDR545W" 0.0913677557634387
"YMR042W" "YGL001C" 0.0902607354720923
"YJR044C" "YBL113C" 0.0902303685646116
"YDL170W" "YHR156C" 0.0898074330156715
"YDR421W" "YHR094C" 0.0894758140368407
"YCR097W" "YJR011C" 0.0889336883088915
"YJR147W" "YGL001C" 0.0880457716517269
"YMR042W" "YLR098C" 0.0875504192325256
"YGR271W" "YMR098C" 0.0855871508138418
"YCL066W" "YLR098C" 0.0825799859785774
"YML113W" "YHR091C" 0.0824822579255703
"YOR032C" "YLR098C" 0.0819018545062839
"YMR042W" "YOR032C" 0.081203451679975
"YDL170W" "YJR044C" 0.0809432462033282
"YER091C" "YGL255W" 0.0796060820505809
"YJL110C" "YLR467W" 0.079554310647938
"YOL067C" "YER190W" 0.0795448312754856
"YMR042W" "YBR112C" 0.0789445480338517
"YGR072W" "YGL255W" 0.0787597123269993
"YML113W" "YGR072W" 0.0786800281779303
"YDL071C" "YBR020W" 0.0780126367908971
"YGR072W" "YHR091C" 0.0779696039378816
"YGL001C" "YDL071C" 0.077877042255877
"YMR042W" "YDR522C" 0.0770162807454332
"YGL001C" "YLR465C" 0.0770137946347803
"YDR103W" "YHR156C" 0.0768385145535204
"YNL050C" "YCR097W" 0.0759277795121956
"YGL254W" "YIL002WA" 0.0757328456821952
"YLR467W" "YBL111C" 0.0750118976652687
"YHR091C" "YKL001C" 0.0746776961442654
"YGL001C" "YER111C" 0.0746766360824893
"YIL002WA" "YLR098C" 0.0736697899588767
"YMR193W" "YHR094C" 0.0734137639872654
"YDL149W" "YBL111C" 0.0731859242157582
"YDR084C" "YBR112C" 0.0728895551568518
"YBR166C" "YBL074C" 0.0726340171855398
"YGL184C" "YGL255W" 0.0725903441360725
"YOR032C" "YKL020C" 0.0715568606432281
"YDR253C" "YIL002WA" 0.0714941317479698
"YPL038W" "YMR019W" 0.0712355701231405
"YJR147W" "YDR543C" 0.0699831716405095
"YHR094C" "YCR039C" 0.0695023582330127
"YER091C" "YNL277W" 0.0694646628610141
"YER134C" "YDR253C" 0.0692016799243505
"YFL021W" "YPR167C" 0.069162877875076
"YOR032C" "YCR096C" 0.0676910080300867
"YHR157W" "YDR520C" 0.0675347262606637
"YPL187W" "YCL066W" 0.0673176155224392
"YNL103W" "YDR421W" 0.0667677217819227
"YOR032C" "YPR199C" 0.0662685189358069
"YIL002WA" "YGL254W" 0.065918277512917
"YCL067C" "YPL187W" 0.0649894035650181
"YCR040W" "YHR006W" 0.0649137137238629
"YOL067C" "YKL178C" 0.0645430930382022
"YHR094C" "YPL177C" 0.0642227108442265
"YOL089C" "YER189W" 0.0641669465043672
"YDR421W" "YDR522C" 0.0639945946976894
"YDL068W" "YMR019W" 0.0637455978391257
"YKL178C" "YCL066W" 0.0635643831619468
"YGL001C" "YDR522C" 0.0633297140445702
"YLR023C" "YMR135WA" 0.063285534729114
"YLR013W" "YNL339C" 0.0601541934321961
"YGL255W" "YPR167C" 0.0599589139942045
"YLR467W" "YLR013W" 0.0589272563668484
"YJR011C" "YGR271W" 0.0587621206857056
"YKL001C" "YPR167C" 0.0586861050798473
"YGL001C" "YNL002C" 0.0585519191848844
"YGR072W" "YDR520C" 0.0579963398095009
"YJL110C" "YMR193W" 0.0579638922182659
"YKR034W" "YDR545W" 0.0574766898908884
"YDR544C" "YER134C" 0.0574329261266573
"YDL210W" "YKR034W" 0.0570175136586415
"YER111C" "YKR034W" 0.0567223895605465
"YOR032C" "YIR017C" 0.0566949660878465
"YLR023C" "YDR009W" 0.0565978712844003
"YDL071C" "YBL074C" 0.0565811460112089
"YGL001C" "YPR199C" 0.0562680123122068
"YER134C" "YLR044C" 0.0559565931480556
"YDR543C" "YDR084C" 0.0557687441310581
"YMR042W" "YGL255W" 0.0553585574331582
"YGL001C" "YNL103W" 0.055263612595367
"YNL103W" "YPL198W" 0.0552205722554585
"YJR147W" "YBL074C" 0.0551586481290423
"YCL065W" "YDL071C" 0.0549547989390158
"YFL021W" "YJR011C" 0.0549517157031254
"YBR019C" "YKL001C" 0.0549120804107108
"YGR071C" "YJR011C" 0.0549113933566114
"YGR072W" "YLR467W" 0.0547127255695786
"YLR023C" "YJL110C" 0.0544106005829718
"YOL089C" "YNL337W" 0.0543102816942304
"YJR147W" "YGL255W" 0.0537879518253947
"YLR044C" "YGR271W" 0.0537064319071603
"YMR042W" "YBL074C" 0.0534894532038895
"YJL056C" "YCR041W" 0.0533787969727601
"YGL001C" "YKL178C" 0.05321260244989
"YCR096C" "YPL198W" 0.0527520471016402
"YKL020C" "YER091C" 0.0525704609489511
"YDR520C" "YHR091C" 0.0523404796080078
"YIR017C" "YPR167C" 0.0522486245967936
"YML099C" "YDR520C" 0.0521105260258797
"YCL066W" "YCL065W" 0.0521082969701914
"YBR019C" "YNL002C" 0.0519721101199646
"YIR017C" "YKL001C" 0.0519265743076466
"YFL021W" "YML051W" 0.0517154157698729
"YMR135WA" "YPR199C" 0.0516994649837016
"YOR032C" "YNL336W" 0.0513743137065045
"YCR018C" "YOR140W" 0.0512271082280269
"YLR013W" "YDR545W" 0.0512221862960484
"YDR421W" "YCL065W" 0.0510344625629856
"YJL110C" "YGR071C" 0.0510141101115337
"YCR039C" "YHR094C" 0.0505377452434216
"YJR147W" "YMR019W" 0.0504673582781214
"YMR098C" "YIR017C" 0.0503879538276006
"YJR044C" "YDR009W" 0.0503798309291098
"YKR034W" "YNL337W" 0.0500934764324872
"YNL103W" "YGL184C" 0.0499680860301164
"YMR086CA" "YPR199C" 0.049706220909512
"YPR199C" "YCR096C" 0.0495603571527391
"YKL020C" "YMR193W" 0.0494278511269891
"YGR072W" "YKL020C" 0.0491567374746262
"YGL001C" "YIL002WA" 0.0489393675006945
"YGL035C" "YMR086CA" 0.0483267529112865
"YPL177C" "YMR135WA" 0.0482866567996307
"YDR543C" "YOR032C" 0.0478707278998414
"YMR019W" "YDR421W" 0.0476549638986198
"YPR167C" "YMR098C" 0.0476289740036264
"YPL248C" "YDR545W" 0.0475803741713941
"YDR522C" "YIR017C" 0.0470462126476237
"YMR098C" "YDR522C" 0.0468067502566034
"YOR032C" "YGL001C" 0.0466765558832494
"YER189W" "YGR071C" 0.0466420576682226
"YLR467W" "YPR167C" 0.0465556934635838
"YNL277W" "YER091C" 0.0465502880992342
"YJR147W" "YJL110C" 0.0465285642473048
"YCR040W" "YKL178C" 0.0464963069724482
"YMR098C" "YKL001C" 0.0463939579507419
"YPL038W" "YPR167C" 0.0462807341023799
"YBR112C" "YER111C" 0.0462077040942948
"YGR296W" "YLR463C" 0.0461010349328091
"YDR253C" "YER190W" 0.0455812971842599
"YHR156C" "YGR071C" 0.0452760332124838
"YOL067C" "YDL149W" 0.0443809198431107
"YBR112C" "YCR039C" 0.0440571398299452
"YHR006W" "YCR040W" 0.0440372057563819
"YBR019C" "YDR544C" 0.0439086218571199
"YNL336W" "YBL113C" 0.0432687750818705
"YIR017C" "YLR023C" 0.042706202375703
"YGR271W" "YPR167C" 0.0426700437930333
"YDR544C" "YNL050C" 0.04260709816511
"YNL338W" "YNL277W" 0.042604395217218
"YGL035C" "YPL248C" 0.0425833362634861
"YPL177C" "YMR193W" 0.0423929510016934
"YFL021W" "YMR098C" 0.0423490632520993
"YMR042W" "YCR096C" 0.0422562632392068
"YOR032C" "YBR020W" 0.0421371546499005
"YCR096C" "YMR135WA" 0.041966362541489
"YIR017C" "YJR044C" 0.0419166185350865
"YCR097W" "YBL111C" 0.0415914187178865
"YLR013W" "YNL336W" 0.0415854925693391
"YCL066W" "YCL067C" 0.0415553979595619
"YDR009W" "YGL035C" 0.0404576089709064
"YDR522C" "YBR112C" 0.0404413142606731
"YMR042W" "YKL178C" 0.0400499687257163
"YOL089C" "YJR011C" 0.0400130785526145
"YBR112C" "YDR545W" 0.0398970819911667
"YOR032C" "YGR072W" 0.0398794235659927
"YMR193W" "YLR023C" 0.0398429279795884
"YDR253C" "YER091C" 0.039746807268761
"YCR041W" "YKR034W" 0.0397025957248717
"YJR147W" "YPL177C" 0.0396285897100073
"YOL067C" "YJR011C" 0.0394053849192949
"YGR071C" "YLR463C" 0.0393767448837547
"YGR044C" "YPL198W" 0.0391736908760666
"YDL071C" "YDL149W" 0.0389704970076858
"YCR041W" "YNL337W" 0.0387239541130731
"YCL066W" "YMR193W" 0.038640755021007
"YBR112C" "YLR044C" 0.0386119648358422
"YGL254W" "YNL277W" 0.0386062655130395
"YDL210W" "YPL177C" 0.0383262777658867
"YIR017C" "YNL103W" 0.0381762044280226
"YBL111C" "YNL337W" 0.0380957041720423
"YDL170W" "YDR545W" 0.0379868196800862
"YNL338W" "YLR463C" 0.0378488650397689
"YDR421W" "YCL066W" 0.0378122060942569
"YPL177C" "YBL109W" 0.0377513121199336
"YMR042W" "YDR543C" 0.0377138479575774
"YLR463C" "YGR296W" 0.0374327317882293
"YER190W" "YGR296W" 0.0374150421202778
"YCL067C" "YBR112C" 0.0373532990580644
"YPL177C" "YKL001C" 0.0372196990532551
"YPR167C" "YKL001C" 0.0371080534366899
"YHR157W" "YCR039C" 0.0369824888434616
"YHR094C" "YDR421W" 0.0368532435693273
"YDL210W" "YHR156C" 0.0367147311769928
"YDL071C" "YOL089C" 0.0366039558994051
"YJR147W" "YNL050C" 0.0362054557159934
"YML099C" "YCR041W" 0.0360180694144996
"YOL067C" "YHR157W" 0.0359689607316573
"YLR465C" "YLR467W" 0.0358879682393226
"YKL020C" "YJR147W" 0.0358796446769803
"YJL056C" "YJR147W" 0.0358334787292782
"YPR199C" "YCR040W" 0.0356003228269875
"YMR042W" "YDR544C" 0.0354593342834243
"YPL038W" "YPL187W" 0.0354429667380994
"YER111C" "YPL187W" 0.0352005410441192
"YMR042W" "YDR084C" 0.0351585712485195
"YER111C" "YPR199C" 0.0350951740896063
"YLR467W" "YHR091C" 0.0350572746067257
"YMR042W" "YNL002C" 0.0348262793173206
"YLR463C" "YCL066W" 0.0347760183296554
"YGL209W" "YER134C" 0.0344189713561232
"YGL001C" "YDR543C" 0.0344127877538199
"YCL066W" "YER190W" 0.0344121323350287
"YGL001C" "YNL336W" 0.0343035865879977
"YDL170W" "YBL113C" 0.0342686068790431
"YCR096C" "YPL177C" 0.0342490674805683
"YNL103W" "YOL089C" 0.0337226847416433
"YGL255W" "YCR039C" 0.0337168030767091
"YMR193W" "YKL020C" 0.033579179576978
"YML113W" "YGR071C" 0.0335340559466701
"YFL021W" "YDL210W" 0.0333971691734844
"YGR072W" "YGL001C" 0.0332978194858932
"YOR032C" "YER190W" 0.0332605708962825
"YJL110C" "YCL065W" 0.0331445298028092
"YGL184C" "YER091C" 0.0330613205521435
"YCL065W" "YDR421W" 0.032924640575869
"YGR044C" "YOR140W" 0.0327923432531908
"YCL067C" "YCR041W" 0.0327582734502645
"YBL111C" "YER190W" 0.0325904377860786
"YMR042W" "YNL338W" 0.0325292455041055
"YER091C" "YIR017C" 0.0324568755545373
"YKL001C" "YNL277W" 0.0322426742670349
"YBL113C" "YCR040W" 0.0321963467037292
"YBL111C" "YDL149W" 0.032167096122301
"YGR072W" "YBR020W" 0.0320307562870406
"YOR032C" "YNL002C" 0.0320167010985766
"YJR147W" "YMR098C" 0.0317126628038553
"YKL178C" "YCR097W" 0.0316806353772683
"YCR039C" "YLR023C" 0.0316489237020132
"YOR032C" "YNL338W" 0.0313124445754923
"YML099C" "YGR271W" 0.0313063623608454
"YGR072W" "YER111C" 0.0312502182542522
"YNL337W" "YBL111C" 0.0310262238708913
"YPL198W" "YKL001C" 0.0310085389927921
"YOR140W" "YGL254W" 0.0308815514556923
"YDR009W" "YDL149W" 0.0304844150510953
"YLR465C" "YBL074C" 0.0303216672911867
"YNL103W" "YBL074C" 0.0302641051128564
"YDR544C" "YIL002WA" 0.0302432699229683
"YLR023C" "YDL149W" 0.0301797610556039
"YML113W" "YKL178C" 0.0301544868238701
"YKL020C" "YJR011C" 0.030085829075714
"YMR135WA" "YCR039C" 0.0297933895387091
"YML099C" "YMR019W" 0.0297857242566423
"YNL050C" "YJR011C" 0.0295710540348073
"YDR544C" "YKL178C" 0.0295386798472495
"YDL071C" "YHR157W" 0.0294257398659011
"YLR023C" "YIR017C" 0.0293543315364154
"YGL001C" "YCR040W" 0.0293034975883086
"YDL210W" "YFL021W" 0.0292210927640415
"YHR156C" "YMR019W" 0.0292200469946408
"YDR421W" "YPL187W" 0.0292047573569424
"YCL065W" "YLR013W" 0.0289085399292915
"YNL337W" "YJL056C" 0.0288378898052227
"YLR023C" "YER091C" 0.0287659294798194
"YDL068W" "YJR044C" 0.0287476227460227
"YJR044C" "YGR271W" 0.0287174904026425
"YGL035C" "YLR044C" 0.0285539327069579
"YCR039C" "YBR112C" 0.0285373839299381
"YLR013W" "YBL111C" 0.0284157652346156
"YNL050C" "YMR042W" 0.0283949533478649
"YNL002C" "YMR135WA" 0.0283125435773209
"YMR042W" "YPR199C" 0.0282761956815814
"YOR140W" "YHR094C" 0.0280562356018505
"YOR032C" "YBL074C" 0.0279912487208722
"YLR098C" "YCR040W" 0.0278631236854518
"YNL339C" "YBL109W" 0.0277601772292497
"YNL336W" "YOR140W" 0.0275987876842775
"YHR157W" "YNL339C" 0.0275421217616639
"YDR520C" "YDR545W" 0.027458170822771
"YLR023C" "YCR039C" 0.0274086731660874
"YDR103W" "YCR097W" 0.0273985559179631
"YKR034W" "YBL111C" 0.0273610505248273
"YCL067C" "YCL066W" 0.0273598317269914
"YGR044C" "YCL067C" 0.0271648918428357
"YCR097W" "YPL187W" 0.0270734833558387
"YGL255W" "YKL001C" 0.0269734239218942
"YHR091C" "YLR463C" 0.0266880516740358
"YLR098C" "YDR253C" 0.026672254071025
"YFL021W" "YLR013W" 0.0266282701172558
"YBR112C" "YLR023C" 0.0266271489531968
"YLR463C" "YLR465C" 0.0264184808288186
"YCR041W" "YCR039C" 0.0263788801270497
"YGL209W" "YLR013W" 0.0263570605814522
"YER189W" "YDR545W" 0.0263510572479197
"YJL110C" "YCL066W" 0.0261973792632165
"YGR072W" "YOR140W" 0.0260396800340363
"YDR543C" "YNL336W" 0.0258282281659753
"YGL209W" "YDR009W" 0.0257567525094105
"YBR019C" "YNL277W" 0.025752965144438
"YPL177C" "YGR271W" 0.0255948900008455
"YLR098C" "YMR135WA" 0.0255912132605407
"YJR011C" "YPL177C" 0.0255422582321226
"YML113W" "YDR545W" 0.0255191164363548
"YHR094C" "YBL113C" 0.0254853025483917
"YGL255W" "YBR020W" 0.025484573650987
"YFL021W" "YNL277W" 0.0254799418567126
"YMR193W" "YBR020W" 0.0250564271214501
"YER091C" "YDR421W" 0.025042826589807
"YCL067C" "YNL336W" 0.0250386447396007
"YMR042W" "YBR020W" 0.0249908208623
"YCL065W" "YDR009W" 0.0249289113971503
"YGR072W" "YPL198W" 0.0249209905643772
"YLR465C" "YGL001C" 0.024689628921914
"YGR271W" "YHR091C" 0.024626943207911
"YDR544C" "YGR296W" 0.0246093658586467
"YIL002WA" "YHR156C" 0.0245814725275782
"YPL177C" "YPL198W" 0.0245288362504152
"YNL277W" "YBR020W" 0.0244554504712405
"YDR421W" "YER091C" 0.024374477941097
"YHR156C" "YBL109W" 0.0242748587092483
"YDR543C" "YGL255W" 0.0241558080177439
"YGR044C" "YCL066W" 0.0241541383570852
"YGL001C" "YLR098C" 0.024069998651055
"YBR019C" "YDR103W" 0.02389589596431
"YBR166C" "YDR543C" 0.0237767966971218
"YKL001C" "YIR017C" 0.0237230275655124
"YJR011C" "YKL020C" 0.0236800066224732
"YDR103W" "YHR006W" 0.0235308996887455
"YDR543C" "YNL338W" 0.0233624000495406
"YML099C" "YMR086CA" 0.0233560980197593
"YER189W" "YGR296W" 0.0233239910185919
"YDR543C" "YLR467W" 0.0232937532406317
"YJL110C" "YMR098C" 0.0232424659806294
"YPL248C" "YNL339C" 0.0231747980192318
"YGR271W" "YMR086CA" 0.0231714038974482
"YOR032C" "YIL002WA" 0.0231657250253643
"YPL248C" "YDR544C" 0.0230765293069994
"YER111C" "YIL002WA" 0.0229841053847126
"YDR543C" "YHR091C" 0.0228687073268436
"YBL109W" "YLR463C" 0.0227646831912506
"YHR094C" "YBR020W" 0.0226507779168872
"YOL089C" "YGR071C" 0.022543307702742
"YPR167C" "YPL038W" 0.0224819223408811
"YER111C" "YCR040W" 0.0224658353217544
"YGL184C" "YGL035C" 0.0224082013388207
"YPL177C" "YCL066W" 0.0222847204418338
"YBR166C" "YDR522C" 0.0221615587401597
"YDR084C" "YDR543C" 0.0221123060520781
"YNL338W" "YLR465C" 0.0220743288369258
"YGR072W" "YGR071C" 0.0219935499780953
"YER091C" "YGL184C" 0.021901224758075
"YJR147W" "YBL109W" 0.0218036986630916
"YDR253C" "YDR544C" 0.0218035779934465
"YPL248C" "YPR167C" 0.0218022901473737
"YGL035C" "YOL089C" 0.0217392252397935
"YGL001C" "YNL050C" 0.0217217227125551
"YCR097W" "YGR044C" 0.0216745556443941
"YLR013W" "YHR091C" 0.0216361877325315
"YOL067C" "YGR071C" 0.0215658684397296
"YOL089C" "YBR112C" 0.0215329451374131
"YOL089C" "YDL071C" 0.0214750717668701
"YDL149W" "YDR009W" 0.0214382359670551
"YJL110C" "YHR091C" 0.0214186938684331
"YPL248C" "YMR135WA" 0.0213780360086071
"YLR465C" "YLR463C" 0.0213756062366074
"YPR167C" "YNL277W" 0.0212175674203798
"YML113W" "YJR011C" 0.0211621208981963
"YCL065W" "YGL209W" 0.0211136297433874
"YLR463C" "YLR467W" 0.0210125706766418
"YDR543C" "YPL198W" 0.0210070569465836
"YDR544C" "YGL001C" 0.020918846529602
"YJR011C" "YGR071C" 0.0208484825314242
"YDR544C" "YBR020W" 0.020790026533671
"YLR044C" "YER134C" 0.0206973217646344
"YPL198W" "YLR463C" 0.0206812643611029
"YKR034W" "YER190W" 0.0206611241036161
"YGR044C" "YMR019W" 0.0206577531723596
"YLR465C" "YDR084C" 0.0205065122746845
"YLR013W" "YPL248C" 0.0204492903376244
"YGL209W" "YFL021W" 0.0204131465022664
"YDR421W" "YIL002WA" 0.0203613274961739
"YNL339C" "YJL056C" 0.0203345095731583
"YOR032C" "YMR135WA" 0.0203137810832879
"YHR094C" "YHR156C" 0.0202195796666227
"YMR098C" "YLR467W" 0.0201960001362794
"YKR034W" "YBR166C" 0.0201362168575243
"YNL336W" "YLR463C" 0.0199661044861339
"YJR147W" "YHR091C" 0.019955446452272
