"regulatory.gene" "target.gene" "weight"
"YGR044C" "YDR543C" 0.0990225544279216
"YMR042W" "YKL178C" 0.0988559465233531
"YPL038W" "YLR439W" 0.0980812297077913
"YOL067C" "YBR167C" 0.0979463921084699
"YKL020C" "YLR098C" 0.0972712332513418
"YFR030W" "YDR522C" 0.0968909498773284
"YCR039C" "YBL113C" 0.0967689075373719
"YPL198W" "YBL113C" 0.0960811743332139
"YCR039C" "YCR019W" 0.095947036364571
"YDR520C" "YLR463C" 0.0958947373793246
"YDL210W" "YDR545W" 0.0931885732275277
"YCR039C" "YMR193W" 0.0931684145352115
"YKL178C" "YPL177C" 0.0914292620045089
"YJR011C" "YLR013W" 0.0912944738758781
"YJR010W" "YOR140W" 0.0912160657013086
"YDL170W" "YIR029W" 0.0908343896245394
"YCR039C" "YFR017C" 0.0904276008916488
"YOL067C" "YER111C" 0.0893681328367976
"YNL103W" "YPL177C" 0.0889347037343811
"YDR253C" "YFR017C" 0.0883173299248036
"YCL066W" "YKL178C" 0.086095176339466
"YKR034W" "YDR543C" 0.0859520915537278
"YLR098C" "YDR421W" 0.0857828537383592
"YGR044C" "YFR017C" 0.0854947550476669
"YCR039C" "YBR112C" 0.0854764562018579
"YDR544C" "YNL338W" 0.0843739469308636
"YMR193W" "YCR018CA" 0.0842223657891382
"YKR034W" "YMR257C" 0.0840985233779023
"YMR019W" "YHR157W" 0.0838390537944647
"YPL038W" "YHR194W" 0.0833866734355648
"YCR097W" "YCR040W" 0.0831984787902102
"YGR044C" "YGR249W" 0.0828281066100021
"YJL056C" "YHR193C" 0.0805922706130122
"YMR042W" "YCR019W" 0.0794692100666108
"YKR034W" "YBL113C" 0.0791972549578931
"YNL038W" "YLR023C" 0.0788461430462946
"YHR006W" "YDR522C" 0.0772386031768554
"YJR011C" "YCR097W" 0.076914833514719
"YKL178C" "YBL113C" 0.075490094266351
"YLR098C" "YCR041W" 0.0742394152099084
"YMR021C" "YIR029W" 0.0742334808813558
"YOL067C" "YHR156C" 0.0740322227962994
"YJR010W" "YPL038W" 0.073449859119103
"YER111C" "YGR188C" 0.0731363667429793
"YNL038W" "YBL109W" 0.0730980303935205
"YBL113C" "YNL339C" 0.0723687063021906
"YGR071C" "YLR465C" 0.072293902429851
"YKL178C" "YHR091C" 0.0714461312620965
"YMR021C" "YPL251W" 0.0711491614288321
"YBR297W" "YMR021C" 0.0706694086065725
"YLR463C" "YBL109W" 0.0706181551690096
"YKL020C" "YMR193W" 0.0704319521066611
"YJR011C" "YJL056C" 0.0701836355972386
"YKL178C" "YCL066W" 0.0699486407436727
"YDL210W" "YCR018CA" 0.0698222444177584
"YCR019W" "YLR179C" 0.0697561326053041
"YBL112C" "YPR199C" 0.0696487284343073
"YDR042C" "YNL337W" 0.0691302336531987
"YOL089C" "YPL251W" 0.0690429513464963
"YGL089C" "YHR156C" 0.0690413540233938
"YMR042W" "YNL001W" 0.0683070975235528
"YPL198W" "YFR017C" 0.0681617547627063
"YGL254W" "YDR522C" 0.0681220290393108
"YJR011C" "YCR039C" 0.067682103753571
"YJL056C" "YNL337W" 0.0675455519248633
"YBL109W" "YNL339C" 0.06750841554694
"YJR044C" "YDR042C" 0.066991648342031
"YDR421W" "YFR030W" 0.06680396223489
"YDR544C" "YBR297W" 0.0665687330393122
"YDR543C" "YGL001C" 0.0663052541055587
"YER111C" "YMR021C" 0.0661949563822587
"YMR193W" "YCR041W" 0.0652965144493785
"YMR042W" "YKL020C" 0.0645205426865657
"YFL021W" "YDR522C" 0.0642916201264424
"YCR097W" "YOL089C" 0.0638061750828512
"YJR011C" "YBR112C" 0.0636830701165454
"YKL178C" "YNL103W" 0.0635796743690065
"YDL170W" "YJR044C" 0.0628478449011229
"YOR032C" "YGL089C" 0.0626701343637651
"YER111C" "YOR140W" 0.0620977741252636
"YMR042W" "YPL177C" 0.062069000180249
"YCR039C" "YDL210W" 0.061722470964286
"YGL162W" "YKL020C" 0.0615608956975836
"YGL089C" "YCR097W" 0.0613909282653946
"YGL001C" "YDR543C" 0.0609845855822521
"YBR297W" "YLR439W" 0.0607129816496265
"YOR032C" "YFR030W" 0.0605980263667934
"YLR098C" "YNL001W" 0.0604840672716792
"YCR018C" "YPL253C" 0.0603582391775276
"YPL253C" "YBR297W" 0.0602739316202428
"YHR006W" "YDR520C" 0.0600433463989425
"YML099C" "YDL071C" 0.0600213759417208
"YKL020C" "YHR156C" 0.0597558620562555
"YPL251W" "YDR421W" 0.0592570875763802
"YBR297W" "YHR193C" 0.0592023480811125
"YJL056C" "YHR194W" 0.0591498958453445
"YMR021C" "YCR040W" 0.0590964440882864
"YMR135WA" "YGR084C" 0.0586105840173064
"YJR011C" "YDR545W" 0.0580621003350566
"YNL103W" "YFR030W" 0.0578834054540873
"YLR023C" "YMR135WA" 0.0574944226962521
"YDR210WD" "YPR199C" 0.0573400257426264
"YBL112C" "YER111C" 0.057236936589712
"YJR011C" "YJR044C" 0.0570610882972626
"YMR193W" "YGR044C" 0.0569226003746672
"YFL021W" "YJL110C" 0.0568991091853302
"YJR010W" "YDR520C" 0.0562002552623143
"YCR096C" "YLR463C" 0.055788162037144
"YKL178C" "YCR096C" 0.0557842764438251
"YJR011C" "YML113W" 0.0557086179568324
"YJR147W" "YDR084C" 0.0550426536959425
"YDR421W" "YCL065W" 0.0546557596351351
"YGL162W" "YJR010W" 0.0544133068004819
"YKL178C" "YMR042W" 0.054358862084038
"YGR044C" "YCR097W" 0.0542884756211571
"YLR465C" "YDL170W" 0.0540645287581351
"YGR249W" "YBR112C" 0.0534854137536691
"YCR018CA" "YBR297W" 0.0534588495747408
"YML113W" "YHR091C" 0.0532811006954473
"YCR039C" "YMR019W" 0.0531096120309524
"YJL056C" "YCR040W" 0.0530370902711415
"YPL198W" "YJL056C" 0.0529775356219462
"YKL178C" "YHR157W" 0.052693631941431
"YHR193C" "YJL056C" 0.0526134447002416
"YPL198W" "YBR112C" 0.0525983656138404
"YFL021W" "YNL038W" 0.0521649521040555
"YPL198W" "YCR019W" 0.0518684255372287
"YBL109W" "YCR018CA" 0.0517258784894308
"YFR017C" "YGR044C" 0.0514676359706681
"YGL162W" "YJL088W" 0.0513163719839474
"YDR253C" "YER092W" 0.0511802156739862
"YJR011C" "YJR147W" 0.050792067166307
"YOL089C" "YPR199C" 0.0506152657471631
"YJR147W" "YHR157W" 0.0503986106487415
"YCR018C" "YFR017C" 0.0502142749591999
"YBL074C" "YER092W" 0.0499281224687111
"YJR010W" "YCR040W" 0.0498596567809538
"YJL088W" "YML099C" 0.0496643470622404
"YJL110C" "YCR041W" 0.0493952392425513
"YFR030W" "YGR072W" 0.0493771196419198
"YER111C" "YPL187W" 0.0492559102035234
"YLR179C" "YLR439W" 0.0487273424896164
"YCL066W" "YGL001C" 0.0487095935830737
"YLR013W" "YNL337W" 0.0486765442120313
"YJR011C" "YGL162W" 0.0484495788010895
"YGL254W" "YDR084C" 0.0484214049278274
"YER111C" "YMR257C" 0.0484125571467026
"YCR018C" "YBR297W" 0.0483203124735129
"YKL178C" "YJR044C" 0.0479244859201943
"YJR147W" "YGR071C" 0.0478171641431573
"YFR030W" "YAL012W" 0.0476411531570898
"YKL178C" "YCR040W" 0.0475536349029652
"YLR463C" "YGL001C" 0.0475044505984323
"YCL066W" "YGL089C" 0.0475029144296784
"YGL089C" "YGR188C" 0.0474661578714899
"YOR032C" "YDR522C" 0.0472893918496803
"YDR253C" "YNL338W" 0.0470484885829061
"YPL187W" "YCR040W" 0.0469764158531126
"YER111C" "YBR112C" 0.046938414043148
"YOL089C" "YGR072W" 0.046826724414613
"YJR011C" "YKL178C" 0.0467762000487892
"YCL066W" "YLR179C" 0.0466344040596809
"YDR421W" "YMR042W" 0.0461626916036201
"YJL110C" "YIR029W" 0.0459229082244535
"YCR018C" "YJR044C" 0.0457655250145578
"YLR463C" "YCR096C" 0.0456812201679722
"YML099C" "YJL088W" 0.0454702242677674
"YHR157W" "YBL113C" 0.0454464933329958
"YJR147W" "YBR112C" 0.0453700825660784
"YLR179C" "YER092W" 0.0452601736202522
"YLR179C" "YJR010W" 0.0451573364525539
"YMR021C" "YHR193C" 0.0451343539757569
"YCR018CA" "YBL109W" 0.0451049568174358
"YNL338W" "YLR023C" 0.0445373655699432
"YJL056C" "YLR439W" 0.0444685902677372
"YJR147W" "YCR039C" 0.0444151085504711
"YDR421W" "YGL162W" 0.0440392420706352
"YJL110C" "YDR042C" 0.0440347419173127
"YGL001C" "YBL109W" 0.0438726173806751
"YJR011C" "YLR098C" 0.0438397493929237
"YCR039C" "YMR021C" 0.0435724357160306
"YCR096C" "YCR040W" 0.0435662884683397
"YJR011C" "YPL177C" 0.0434626287831702
"YNL338W" "YBL112C" 0.0434355623340083
"YDR545W" "YLR013W" 0.0428923992047023
"YFL021W" "YIR029W" 0.0427454811363712
"YNL337W" "YJL056C" 0.0427390778967198
"YDL170W" "YHR157W" 0.0426537247766733
"YER111C" "YGR249W" 0.0426173835782245
"YPL251W" "YPL253C" 0.0416198829553891
"YBL109W" "YER190W" 0.0411920616401462
"YCR097W" "YGR072W" 0.0411775745646406
"YIR017C" "YLR023C" 0.0411234480587221
"YOR032C" "YJL056C" 0.0411192907808318
"YBR297W" "YDR544C" 0.0409021461088692
"YCR039C" "YKR034W" 0.0408454538072595
"YPL177C" "YMR042W" 0.0407550382041122
"YCR039C" "YER111C" 0.0407002882440862
"YPL198W" "YLR098C" 0.0400046935029768
"YFR017C" "YCR097W" 0.0397556635705772
"YMR021C" "YPL198W" 0.0397484669722968
"YKL020C" "YNL001W" 0.039724215657953
"YGR044C" "YMR193W" 0.039458108180552
"YDR544C" "YBL074C" 0.039266471137155
"YCR039C" "YDR084C" 0.0391629751354035
"YDR544C" "YMR135WA" 0.038771456469766
"YGL001C" "YGR072W" 0.0387498860384209
"YJR044C" "YHR194W" 0.0386905625637421
"YPL038W" "YGL254W" 0.0384458643398847
"YCR097W" "YDR084C" 0.0384136485638035
"YBR167C" "YNL001W" 0.0383802745587113
"YGL254W" "YDR042C" 0.038368150240478
"YPL198W" "YBR167C" 0.0383077187155675
"YFL021W" "YBL109W" 0.0381223919335314
"YNL103W" "YGR072W" 0.0379078390051184
"YLR098C" "YBR167C" 0.0377738943649963
"YGL089C" "YPL187W" 0.0375447682049679
"YJR147W" "YBR297W" 0.0374768306526152
"YIR029W" "YHR157W" 0.0374248127686482
"YJR010W" "YGR044C" 0.0372609555771129
"YJL110C" "YGR072W" 0.0372276378560136
"YFL021W" "YGR072W" 0.0368265113594404
"YJR011C" "YBL113C" 0.0367377347242123
"YKL178C" "YLR098C" 0.0365808697268163
"YER111C" "YLR439W" 0.0364047528326854
"YDR253C" "YLR179C" 0.0363826957984454
"YCL066W" "YBR167C" 0.0363289508802154
"YGR249W" "YER111C" 0.0363173878917462
"YMR021C" "YDR210WD" 0.0360180722410236
"YCR041W" "YNL339C" 0.0359797321872097
"YLR098C" "YGL162W" 0.0358483809543271
"YJR010W" "YGL162W" 0.0357684358921439
"YPL198W" "YJR044C" 0.0357627513790584
"YCR039C" "YBR167C" 0.0357443345123387
"YDR545W" "YCR039C" 0.0356062221947327
"YDR421W" "YLR013W" 0.0354865679829189
"YMR019W" "YGL254W" 0.0353761458172508
"YHR157W" "YJR011C" 0.0348809233509874
"YOL089C" "YDL071C" 0.0347911505274083
"YER111C" "YER092W" 0.0346763808958736
"YJR011C" "YPL198W" 0.0345147798589146
"YHR091C" "YLR179C" 0.0343764521407379
"YGL254W" "YPL038W" 0.0342455982746804
"YFL021W" "YMR193W" 0.0342204903651328
"YJR147W" "YDR253C" 0.0340951089134373
"YGL162W" "YGR084C" 0.0340257786902733
"YJR147W" "YCL065W" 0.033972261111358
"YMR257C" "YMR135WA" 0.0338575360176629
"YNL339C" "YGL001C" 0.0337228542398901
"YPL177C" "YGR249W" 0.0336337990418884
"YKL178C" "YMR021C" 0.033550543228733
"YCR018C" "YOL089C" 0.0335496127401674
"YPL038W" "YER190W" 0.0332469317894659
"YOL067C" "YGL254W" 0.033134836638939
"YGL162W" "YKL178C" 0.0329507680401184
"YHR156C" "YNL103W" 0.032871727347171
"YGR044C" "YOR140W" 0.0328117729587945
"YDL170W" "YDR545W" 0.0326782636037975
"YJL110C" "YKR034W" 0.0326038478984632
"YBL112C" "YIR029W" 0.0325209193185654
"YDR253C" "YGR071C" 0.032476368883527
"YPL038W" "YAL012W" 0.0324487136843853
"YCR039C" "YLR098C" 0.0324117263432218
"YBR167C" "YCR019W" 0.0324069374632822
"YFR017C" "YBR297W" 0.0322453163079244
"YJR010W" "YFR030W" 0.0321914653415897
"YPL038W" "YBL074C" 0.0317586268623684
"YKL178C" "YHR006W" 0.0316149711004458
"YNL103W" "YAL012W" 0.0315380411909833
"YCR039C" "YHR193C" 0.0313612372238482
"YLR439W" "YDR042C" 0.0312612783171029
"YFL021W" "YBL112C" 0.0312520504116467
"YKL178C" "YFR017C" 0.0311479471476843
"YJL110C" "YDL210W" 0.0311136442902818
"YPL198W" "YNL103W" 0.0308793317074468
"YNL337W" "YLR463C" 0.0306704501631961
"YNL001W" "YMR042W" 0.0306594217239562
"YCR019W" "YBR167C" 0.0306548882625972
"YIR017C" "YJR010W" 0.0306306222101944
"YML113W" "YNL339C" 0.0306079804709731
"YJR044C" "YDR522C" 0.0306071960443507
"YDR210WD" "YJR147W" 0.0305104903108421
"YLR098C" "YGR071C" 0.0303346437201674
"YJR011C" "YGR271W" 0.0302879977063375
"YNL338W" "YDL170W" 0.0302780208877681
"YJR011C" "YDL210W" 0.0295373397526557
"YCR039C" "YGL162W" 0.0294625180003948
"YBL109W" "YHR091C" 0.0293526712643657
"YCR039C" "YHR157W" 0.02929636044216
"YFL021W" "YDL071C" 0.0289708063629818
"YML099C" "YDR520C" 0.0289086338775101
"YPR199C" "YCR096C" 0.0287341870832098
"YNL103W" "YHR091C" 0.0286693466202568
"YGL254W" "YMR135WA" 0.0285960397848962
"YJL110C" "YCL065W" 0.0285733602313932
"YER190W" "YPL253C" 0.0285542722096896
"YJL056C" "YNL339C" 0.0284830733423923
"YCL067C" "YGL089C" 0.0284799034349775
"YIR017C" "YDR545W" 0.0284368775356226
"YGR071C" "YJR044C" 0.028386459511392
"YNL038W" "YNL339C" 0.0283048370819447
"YMR019W" "YGR271W" 0.0282234873499626
"YIR017C" "YBL113C" 0.0281524914911405
"YLR463C" "YNL337W" 0.028151927635466
"YGL089C" "YKL178C" 0.0277580262815631
"YJR011C" "YHR006W" 0.0277577763213281
"YGL162W" "YCR018CA" 0.0277343753642727
"YML099C" "YDR084C" 0.0276757335428157
"YPL251W" "YNL339C" 0.0275772983459838
"YCR039C" "YKL178C" 0.0275627529899628
"YPL038W" "YOL067C" 0.0272072177901686
"YIR017C" "YMR193W" 0.027107034927999
"YDR522C" "YFR030W" 0.0270768459130959
"YJR044C" "YBR167C" 0.026949676519821
"YBL113C" "YBL109W" 0.0269334877453879
"YLR465C" "YML113W" 0.0269154313816339
"YCR019W" "YMR042W" 0.0268953471499698
"YHR194W" "YJL056C" 0.0266153508441253
"YGL162W" "YGR249W" 0.0265933479301963
"YDL170W" "YMR193W" 0.0263399537515672
"YIR029W" "YLR463C" 0.0262290613209051
"YBR297W" "YMR135WA" 0.0261801634641325
"YCR039C" "YML099C" 0.0261687561062485
"YBR112C" "YER111C" 0.026112021494088
"YJR011C" "YKL020C" 0.0260967659979301
"YLR179C" "YPL038W" 0.02596770499814
"YLR439W" "YKR034W" 0.0259306743017609
"YBL113C" "YGL001C" 0.0258194983280658
"YPL198W" "YHR157W" 0.025777684258389
"YLR465C" "YCR040W" 0.0256624518648044
"YJL088W" "YNL339C" 0.0256254102261182
"YKR034W" "YCL066W" 0.0256243278144316
"YDR543C" "YER190W" 0.0255995864861835
"YPL198W" "YDR545W" 0.0255873246941772
"YJR011C" "YGL089C" 0.0252897878679242
"YHR157W" "YBR112C" 0.0251913359150559
"YGR249W" "YMR257C" 0.0251345409966385
"YBR167C" "YCR018C" 0.0251251124595443
"YCR096C" "YCR039C" 0.0251078554308598
"YOR032C" "YCR096C" 0.0248475457403781
"YGR188C" "YER092W" 0.0247814684119174
"YLR465C" "YLR013W" 0.0247455774010804
"YNL338W" "YHR156C" 0.0246665534450155
"YCR039C" "YCL067C" 0.0246651370398489
"YFL021W" "YBR297W" 0.024547084227036
"YNL337W" "YGL001C" 0.024507019665228
"YBL113C" "YGR044C" 0.0245042368482451
"YMR042W" "YOL089C" 0.0243775250456885
"YER092W" "YGR249W" 0.0243623199762186
"YDR421W" "YHR006W" 0.0243217006784979
"YJR044C" "YDR084C" 0.0242706983824204
"YLR013W" "YLR463C" 0.024261298271942
"YPL177C" "YNL339C" 0.0242567140322008
"YNL337W" "YDR520C" 0.0241426555510477
"YGR072W" "YGL001C" 0.0240708851566175
"YML099C" "YGR072W" 0.0240674297224496
"YCR041W" "YNL337W" 0.0240587955093723
"YJR147W" "YPL198W" 0.024058373892733
"YMR021C" "YMR135WA" 0.0239481440104721
"YGR084C" "YNL337W" 0.0239453419312863
"YNL103W" "YIR017C" 0.0239434332118867
"YHR091C" "YJL110C" 0.0238734759977745
"YBL074C" "YCL066W" 0.0236369523688026
"YPL251W" "YLR023C" 0.0236204997357204
"YGL089C" "YPL253C" 0.0235318592101682
"YBL112C" "YBL109W" 0.0235137962055188
"YBL109W" "YGR044C" 0.0234376245391484
"YCR039C" "YHR006W" 0.0234110513991171
"YOL089C" "YDR522C" 0.0233372284989092
"YBL074C" "YIR017C" 0.023207306767841
"YDR421W" "YNL103W" 0.0232002213532473
"YBL112C" "YLR463C" 0.0231345684289231
"YPL198W" "YPL253C" 0.023123625729444
"YLR023C" "YDR084C" 0.0230593131631044
"YML113W" "YBR297W" 0.0230562974522831
"YJR147W" "YDR210WD" 0.0230166842193577
"YGL001C" "YLR179C" 0.0230156035310609
"YDR545W" "YBR167C" 0.0230039126654559
"YMR257C" "YGR249W" 0.0228809025040138
"YHR156C" "YBL112C" 0.0228749568924976
"YHR157W" "YNL103W" 0.0228609811315313
"YGL089C" "YCL065W" 0.022829501162792
"YLR098C" "YMR135WA" 0.0227722805680472
