YCR027C,YOL083W
YPL267W,YDR099W
YKL168C,YER177W
YKL168C,YDR099W
YLR177W,YER177W
YLR177W,YDR099W
YOR322C,YER125W
YMR257C,YER125W
YOR385W,YER125W
YMR275C,YER125W
YDR296W,YLR386W
YJR021C,YLR386W
YPL268W,YLR386W
YGR061C,YLR386W
YJR056C,YDR361C
YDR361C,YPL208W
YHR022C,YDR361C
YGL068W,YDR361C
YCL046W,YGL115W
YNL153C,YGL115W
YDR477W,YGL115W
YGL208W,YGL115W
YGL208W,YDR477W
YJR102C,YLR417W
YMR077C,YLR417W
YJR102C,YPL065W
YMR077C,YPL065W
YJR102C,YPL002C
YNL094W,YHR114W
YNL094W,YOR043W
YNL094W,YNL025C
YNL094W,YAL049C
YGL037C,YNL189W
YNL189W,YJR010W
YNL189W,YFR047C
YNL189W,YHR025W
YPL031C,YPL219W
YPL031C,YOL001W
YPL031C,YIL050W
YPL031C,YER059W
YDR378C,YLR438CA
YLR438C,) YJL124C
YER146W,YJL124C
YER146W,YLR438CA
YER112W,YLR438CA
YFL039C,YMR092C
YFL039C,YGL015C
YNL138W,YFL039C
YFL044C,YDL126C
YMR067C,YDL126C
YGL108C,YDL126C
YOR136W,YKL103C
YCL033C,YKL103C
YLR385C,YKL103C
YDL157C,YCL056C
YNL131W,YCL056C
YJL185C,YCL056C
YLR424W,YGR029W
YLR424W,YGL090W
YLR424W,YKR022C
YOR230W,YGR180C
YOR229W,YGR180C
YOR229W,YOR283W
YOR229W,YOR230W
YOR117W,YJL184W
YOR117W,YGR211W
YGL071W,YGR211W
YFL038C,YNL041C
YOR304C,) YNL041C
YNR011C,YNL041C
YOL145C,YGR233C
YGR130C,YGR233C
YML014W,YGR233C
YAR027W,YBR042C
YAR027W,YLR279W
YAR027W,YPL020C
YJL155C,YLR345W
YBR244W,YLR345W
YLR345W,YIR015W
YDR086C,YPR071W
YPR071W,YPL176C
YDR284C,YPR071W
YOR284W,YDR212W
YOR284W,YCR088W
YOR284W,YML064C
YPR173C,YLR181C
YER128W,YPR173C
YDR486C,YLR181C
YER128W,YLR181C
YOR159C,YPR182W
YLR275W,YPR182W
YFL017W,) YOR159C
YBR233W,YNL075W
YBR233W,YDR116C
YKL074C,YBR233W
YHR113W,YNL222W
YHR113W,YDR518W
YHR113W,YPL201C
YPR191W,YGR120C
YOR158W,YGR120C
YER157W,YGR120C
YAL044W,) YNL218W
YAL044W,) YDR098C
YAL046C,YDR098C
YIL095W,YHR161C
YIL122W,YHR161C
YGL181W,YHR161C
YGL181W,YIL122W
YKL019W,YOL135C
YKL019W,YDL090C
YGL155W,YKL019W
YHR072W,) YDL208W
YNL124W,YHR072WA
YNL124W,YDL208W
YLR175W,YDL208W
YLR175W,YNL124W
YIL153W,YNL021W
YIL153W,YLL001W
YIL153W,YNL314W
YPL125W,YJL138C
YPL125W,YKR059W
YPL125W,YLR293C
YOL133W,YDL132W
YOL133W,YGR003W
YOL133W,YGL060W
YFR024C,) YOR042W
YFR024C,) YPR171W
YGR268C,YFR024CA
YGR268C,YOR042W
YIL092W,YGL122C
YIL079C,YGL122C
YGL122C,YOL123W
YOR160W,YER086W
YPL088W,YNL098C
YOR160W,YPL088W
YJL019W,YNL029C
YFR027W,YJL019W
YJL019W,YOR288C
YKR034W,YGR047C
YKR034W,YGR247W
YDR122W,YBL023C
YPR019W,YBL023C
YLR096W,YBL023C
YLR399C,YDL070W
YMR227C,YDL070W
YLR227C,YDL070W
YMR227C,YLR399C
YBR195C,YLR017W
YPR017C,YLR017W
YNL093W,YOR370C
YBR264C,YOR370C
YIL109C,YPR181C
YIL109C,YOL130W
YKL214C,YDL084W
YER063W,YDL084W
YJR058C,YBL037W
YBL037W,YFR043C
YGR099W,YKL068W
YGR099W,YPL235W
YMR047C,YGR218W
YMR047C,YGL170C
YDR132C,YFL009W
YDR132C,YHL009C
YNL311C,YKL001C
YNL311C,YIL074C
YPL149W,YIL033C
YIL033C,YPL203W
YKL189W,YHR102W
YOR353C,YHR102W
YEL053C,YOR032C
YEL053C,YPR051W
YMR021C,YJR039W
YMR021C,YOR111W
YGL051W,YML018C
YGL051W,YAR033W
YDL053C,YGR178C
YNR014W,YGR178C
YPR153W,YOR324C
YDL015C,YOR324C
YHR111W,YIL008W
YML110C,YHR111W
YKL211C,YER090W
YJR070C,YER090W
YML097C,YJL151C
YNL204C,YJL151C
YDR036C,YGL153W
YDR195W,YGL153W
YBR194W,YPR152C
YCR063W,YPR152C
YJR011C,YLR368W
YJR011C,YGR134W
YDR374C,YNR052C
YGR088W,YNR052C
YJR023C,YLR404W
YER087C,) YLR404W
YOL111C,YLR206W
YOR007C,YOL111C
YJL058C,YIR025W
YJL075C,YJL058C
YER056C,) YDR244W
YML042W,YDR244W
YER056C,) YML042W
YDL073W,YER118C
YNL315C,YER118C
YBR087W,YDR229W
YPL135W,YDR229W
YNR034W,YLR273C
YNR034W,YOR178C
YIL160C,YHR160C
YDR142C,YHR160C
YDR142C,YIL160C
YGL094C,YKL025C
YCR020C,) YKL025C
YJR076C,YLL019C
YJR076C,YHR107C
YDL120W,YCR007C
YKR066C,YCR007C
YDR177W,YPR093C
YDR059C,YPR093C
YGR142W,YBL091C
YGR142W,YJR127C
YOR379C,YJL103C
YLR377C,YJL103C
YMR294W,YLL049W
YMR294W,YHR129C
YMR071C,YER101C
YMR071C,YJL104W
YDL076C,YLR098C
YDL057W,YLR098C
YLR442C,YGL175C
YLR442C,YJR052W
YLR315W,YDR383C
YLR315W,YGR179C
YMR001C,YOR192CA
YMR001C,YJL187C
YAL016W,YNL127W
YIL065C,YAL016W
YDR335W,YDR146C
YDL166C,YER047C
YDL190C,YBR273C
YDR328C,YLR267W
YNL155W,YBL058W
YNL286W,YMR288W
YPR149W,YMR316CB
YLR389C,YNL229C
YER015W,YER070W
YIL051C,YGR144W
YJL025W,YBL014C
YGR122W,YML099C
YMR218C,YEL048C
YNR012W,YHR128W
YER081W,YBR276C
YHR106W,YDR353W
YNL135C,YER052C
YBL026W,YGR158C
YJL137C,YLR258W
YDR063W,YDR124W
YBR234C,YDL029W
YJL011C,YGL096W
YDR488C,YPL174C
YML082W,YIL046W
YAL021C,YMR181C
YCR073C,YLR006C
YAL055W,YGR133W
YJL097W,YAR028W
YNL263C,YPR028W
YKR014C,YMR258C
YHR167W,YDL005C
YBL047C,YCR030C
YDL189W,YLR186W
YBR150C,YOL089C
YGR067C,YOL116W
YLL017W,YGR241C
YDL164C,YNL044W
YDR032C,YCR004C
YLR089C,YPR049C
YGR203W,YLR397C
YLR026C,YDR189W
YHL018W,YOL054W
YLR031W,YDR532C
YDR138W,YKL171W
YLR328W,YGR010W
YDR476C,YHR211W
YBR188C,YLR117C
YGR119C,YGL172W
YMR024W,YGR125W
YGR262C,YBR103W
YEL051W,YDR423C
YHR068W,YEL034W
YMR111C,YJR046W
YJL183W,YHR036W
YJR121W,YJL218W
YER018C,YMR117C
YMR033W,YDR256C
YJR068W,YNL290W
YGL187C,YBR133C
YMR314W,YNL199C
YDL209C,YLL036C
YOR028C,YGL250W
YBR260C,YDR239C
YLR032W,YBR186W
YKR094C,YDR330W
YHL003C,YOR223W
YKL071W,YDR259C
YMR267W,YGR239C
YCL028W,YKL040C
YNL316C,YOL082W
YMR124W,YER149C
YDL117W,YMR032W
YPR174C,YER026C
YLR132C,YGR267C
YDL108W,YGL134W
YJL030W,YBR080C
YML071C,YGL223C
YHR193C,YPL037C
YDR357C,YGL079W
YGL044C,YMR061W
YNL102W,YBL035C
YJL006C,YML112W
YNR046W,YLR321C
YGL036W,YBR057C
YGR057C,YKL015W
YGL238W,YOR185C
YNL107W,YIL119C
YBR107C,YDR489W
YLR021W,YPL144W
YJL031C,YPR176C
YIL144W,YOL069W
YAL032C,YPL151C
YJL061W,YJL041W
YHR076W,YMR079W
YNL086W,YKL061W
YML023C,YER038C
YGL124C,YBR131W
YPR110C,YNL113W
YPR046W,YJR135C
YGR024C,YHR112C
YDR013W,YPR135W
YPL157W,YNR004W
YLR173W,YLR072W
